"","database","category","pval","qval","Combined Score","genes"
"233","GO_Biological_Process_2017","protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)",8.0303537142665e-06,0.000657971415279034,33.6372637743001,"CDC20,CCNB1,UBE2C,PLK1,CDK1,BUB1B,STUB1,AURKB,AURKA"
"230","GO_Biological_Process_2017","proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)",8.69565747064802e-06,0.000657971415279034,39.5779473526554,"CDC20,PSMD4,UBE2C,KIF14,CDK1,PSME1,BUB1B,PSME2,STUB1,KCTD5,PSMB10"
"236","GO_Biological_Process_2017","G2/M transition of mitotic cell cycle (GO:0000086)",1.04401921396522e-05,0.000729207266369556,30.1881438371024,"CCNA2,CCNB2,CDK7,CCNB1,MELK,PLK1,CDK1,CDC25A,AURKA"
"238","GO_Biological_Process_2017","sister chromatid cohesion (GO:0007062)",1.13928207154701e-05,0.000738905800689059,28.3267704409445,"CDC20,CENPE,PAPD7,PLK1,BUB1B,BIRC5,KIF2C,AURKB"
"228","GO_Biological_Process_2017","protein deubiquitination (GO:0016579)",1.3634035253213e-05,0.000818075737855612,41.3968249233423,"CCNA2,CDC20,POLB,PSMD4,RUVBL1,CDK1,PSME1,PSME2,GATA3,BRCA1,PSMB10,CDC25A"
"243","GO_Biological_Process_2017","response to unfolded protein (GO:0006986)",1.44154315040637e-05,0.000818075737855612,21.0657121452149,"DNAJB1,HSPA8,HSPA4,HSPB1,HSPA1A"
"452","GO_Biological_Process_2017","protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:0001844)",2.52797599566e-05,0.0013502365906231,-18.32018902491,"BAD,BAX,PMAIP1"
"390","GO_Biological_Process_2017","regulation of mitotic metaphase/anaphase transition (GO:0030071)",4.38817292673965e-05,0.00221358945415533,-11.3486303449415,"CENPE,UBE2C,PLK1"
"241","GO_Biological_Process_2017","ATP metabolic process (GO:0046034)",4.764951100565e-05,0.00227347328992949,22.38127973672,"HSPA8,BAD,ATP1B1,HSPA1A"
"244","GO_Biological_Process_2017","mitotic metaphase plate congression (GO:0007080)",5.62380365569051e-05,0.00227347328992949,20.8851476581408,"CENPE,CCNB1,KIF14,RRS1,KIF2C"
"248","GO_Biological_Process_2017","error-prone translesion synthesis (GO:0042276)",5.90520529679144e-05,0.00227347328992949,18.1363971666515,"PCNA,RFC2,RPA3,POLE2"
"258","GO_Biological_Process_2017","G2 DNA damage checkpoint (GO:0031572)",5.90520529679144e-05,0.00227347328992949,12.8774377249129,"MAPKAPK2,PLK1,CHEK1,BRCA1"
"246","GO_Biological_Process_2017","microtubule-based movement (GO:0007018)",5.93423789100453e-05,0.00227347328992949,19.3143534659585,"CENPE,KIF5C,CLTC,KIF14,KIF2C,KIF20A"
"239","GO_Biological_Process_2017","stimulatory C-type lectin receptor signaling pathway (GO:0002223)",6.00918050201627e-05,0.00227347328992949,24.4980782215946,"MUC1,PAK1,PSMD4,PRKCD,PSME1,PSME2,ICAM3,PSMB10"
"407","GO_Biological_Process_2017","protein localization to kinetochore (GO:0034501)",6.96431260499096e-05,0.00252943833813272,-12.7439174405369,"CDK1,BUB1B,AURKB"
"226","GO_Biological_Process_2017","neutrophil degranulation (GO:0043312)",8.11756056376288e-05,0.00283490191996027,42.2860717287178,"HSPA8,ASAH1,GRN,CANT1,GAA,STXBP2,PRKCD,MIF,RAB31,MLEC,CPNE3,ALDOA,CTSD,ATP6V1D,CD44,HSPA1A"
"263","GO_Biological_Process_2017","regulation of nitric-oxide synthase activity (GO:0050999)",8.7637983337897e-05,0.00294723292114113,10.9821806559204,"LYPLA1,SPR,IL1B,NOSIP"
"262","GO_Biological_Process_2017","intrinsic apoptotic signaling pathway (GO:0097193)",0.000105180904762346,0.00341086648300752,10.9891207930163,"BAD,CYCS,BAX,PMAIP1"
"245","GO_Biological_Process_2017","positive regulation of canonical Wnt signaling pathway (GO:0090263)",0.000115901181787745,0.00361489856385716,20.3853984800992,"COL1A1,PSMD4,BAMBI,PSME1,PSME2,PSMB10,SOX4"
"256","GO_Biological_Process_2017","nucleotide-excision repair, DNA gap filling (GO:0006297)",0.00012513814032315,0.00361489856385716,14.713487809345,"POLB,PCNA,RFC2,RPA3"
"264","GO_Biological_Process_2017","positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)",0.00012513814032315,0.00361489856385716,10.9016003068012,"BAD,BCL2,BAX,PMAIP1"
"250","GO_Biological_Process_2017","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)",0.00012739730621523,0.00361489856385716,17.0791477461842,"PSMD4,CCNF,KIF14,PSME1,PSME2,PSMB10"
"276","GO_Biological_Process_2017","regulation of G1/S transition of mitotic cell cycle (GO:2000045)",0.00014683377920395,0.00375056451267338,5.66792466348627,"KIF14,PSME1,PSME2"
"282","GO_Biological_Process_2017","microtubule depolymerization (GO:0007019)",0.00014683377920395,0.00375056451267338,4.4176720997796,"STMN1,KIF14,KIF2C"
"284","GO_Biological_Process_2017","regulation of mitochondrial membrane permeability (GO:0046902)",0.00014683377920395,0.00375056451267338,4.05159729984326,"BAD,BCL2,PMAIP1"
"249","GO_Biological_Process_2017","transcription-coupled nucleotide-excision repair (GO:0006283)",0.000148700795656654,0.00375056451267338,17.9468618852766,"CDK7,PCNA,RFC2,RPA3,POLR2I,POLR2K"
"240","GO_Biological_Process_2017","cellular response to DNA damage stimulus (GO:0006974)",0.00016315519569297,0.00400391669430316,23.965144183405,"VAV3,POLB,TOP2A,PARP1,CCND1,MAPKAPK2,CHEK1,BCL2,BRCA1"
"267","GO_Biological_Process_2017","phosphatidylinositol 3-kinase signaling (GO:0014065)",0.000173064485428487,0.00413533033602805,8.9319334513028,"ERBB3,ERBB2,GATA3,IGF1R"
"253","GO_Biological_Process_2017","regulation of cellular response to heat (GO:1900034)",0.000185841925729132,0.00432678124518082,16.2586285401674,"DNAJB1,HSPA8,RPA3,MAPKAPK2,FKBP4,HSPA1A"
"361","GO_Biological_Process_2017","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902166)",0.000200266654500294,0.00443517371429919,-9.09748638930355,"MUC1,MIF,CD44"
"464","GO_Biological_Process_2017","positive regulation of ubiquitin protein ligase activity (GO:1904668)",0.000200266654500294,0.00443517371429919,-19.4085685161958,"CDC20,UBE2C,PLK1"
"235","GO_Biological_Process_2017","negative regulation of apoptotic process (GO:0043066)",0.000244438828930156,0.00528453468258527,31.0783443832276,"XBP1,RPS6KA1,PLK1,KIF14,BCL2,CDK1,HSPB1,BIRC5,MIF,CD44,IGF1R,HSPA1A"
"287","GO_Biological_Process_2017","endoplasmic reticulum calcium ion homeostasis (GO:0032469)",0.000264867800019876,0.0055298282978084,3.21929801843229,"BCL2,BAX,TMCO1"
"273","GO_Biological_Process_2017","positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)",0.00026796524791142,0.0055298282978084,5.99614860842964,"BAD,BCL2,PMAIP1,SFN"
"269","GO_Biological_Process_2017","mitotic cytokinesis (GO:0000281)",0.000306552970681613,0.00592234249742351,8.57412827857628,"STMN1,PLK1,NUSAP1,KIF20A"
"271","GO_Biological_Process_2017","telomere maintenance via recombination (GO:0000722)",0.000306552970681613,0.00592234249742351,6.93654778371968,"PCNA,RFC2,RPA3,POLE2"
"279","GO_Biological_Process_2017","regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)",0.000306552970681613,0.00592234249742351,4.91887277091272,"CDK7,CCNE2,CDC25A,CDK5R1"
"261","GO_Biological_Process_2017","positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)",0.000335174162557879,0.00632915731736158,11.8561554497368,"PLK1,TRIB3,STUB1,TRIB1,HSPA1A"
"435","GO_Biological_Process_2017","positive regulation of protein oligomerization (GO:0032461)",0.000341551441135151,0.00632915731736158,-17.2176560819224,"MMP1,BAX,PMAIP1"
"265","GO_Biological_Process_2017","negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)",0.000364789222203605,0.00649917384462527,10.4570125057085,"PSMD4,PSME1,PSME2,PSMB10,AURKA"
"257","GO_Biological_Process_2017","Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",0.00036504170272675,0.00649917384462527,13.465125144057,"CDC42,PSMD4,CLTC,PSME1,PSME2,PSMB10"
"278","GO_Biological_Process_2017","positive regulation of stress fiber assembly (GO:0051496)",0.000395419000530479,0.00690462408618605,5.02160651295694,"CDC42,PAK1,TGFB3,EVL"
"255","GO_Biological_Process_2017","regulation of signal transduction by p53 class mediator (GO:1901796)",0.000436989997856666,0.00748654562365761,15.2104690726093,"RFC2,RPA3,CHEK1,BRCA1,AURKB,AURKA,CDK5R1"
"280","GO_Biological_Process_2017","DNA damage response, detection of DNA damage (GO:0042769)",0.000501300798591733,0.00842928009483876,4.88983614046819,"PCNA,RFC2,RPA3,SOX4"
"408","GO_Biological_Process_2017","neuron apoptotic process (GO:0051402)",0.000534655666811853,0.00865859656666352,-12.8169437661717,"ERBB3,BCL2,GAPDH"
"266","GO_Biological_Process_2017","regulation of cell cycle (GO:0051726)",0.000543546260242093,0.00865859656666352,9.33490159741736,"CCNB2,CCNB1,PLK1,MYBL2,CDC25A"
"268","GO_Biological_Process_2017","positive regulation of cell growth (GO:0030307)",0.000543546260242093,0.00865859656666352,8.85911233095362,"CDC42,EXOSC4,RPS6KA1,ERBB2,BCL2"
"277","GO_Biological_Process_2017","translesion synthesis (GO:0019985)",0.000561164652200271,0.00878512938272148,5.45579634129826,"PCNA,RFC2,RPA3,UBE2L6"
"242","GO_Biological_Process_2017","protein phosphorylation (GO:0006468)",0.000630442261476546,0.00970239954950346,21.9300891073381,"PAK1,MAPKAPK2,PRKCD,PLK1,ERBB2,CDK1,BIRC5,TRIB1,IKBKE,AURKB,AURKA"
"394","GO_Biological_Process_2017","release of cytochrome c from mitochondria (GO:0001836)",0.00065273950152898,0.0098781244564719,-11.7258558603502,"BCL2,BAX,SFN"
"272","GO_Biological_Process_2017","ERBB2 signaling pathway (GO:0038128)",0.00069583394301187,0.01019060032669,6.04764754341102,"ERBB3,ERBB2,CPNE3,STUB1"
"291","GO_Biological_Process_2017","nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)",0.00069583394301187,0.01019060032669,2.52859110444098,"PCNA,PARP1,RFC2,RPA3"
"259","GO_Biological_Process_2017","T cell receptor signaling pathway (GO:0050852)",0.000726426729629824,0.0104697693730775,12.7285698280148,"PAK1,PSMD4,PSME1,PSME2,HLA-DRA,GATA3,PSMB10"
"288","GO_Biological_Process_2017","nucleotide-excision repair, DNA incision (GO:0033683)",0.000771080520157735,0.0109397048797379,2.92831949684468,"PCNA,PARP1,RFC2,RPA3"
"254","GO_Biological_Process_2017","protein ubiquitination (GO:0016567)",0.000839470147339342,0.0117267522120634,16.1619390495252,"PCNA,UBE2C,PLK1,HIST1H2BK,CCNF,NOSIP,BIRC5,STUB1,BRCA1"
"252","GO_Biological_Process_2017","MAPK cascade (GO:0000165)",0.000980719059765342,0.0134923167616202,16.3476857155686,"PAK1,PSMD4,ERBB3,IL1B,MAPKAPK2,ERBB2,PSME1,PSME2,PSMB10"
"251","GO_Biological_Process_2017","positive regulation of apoptotic process (GO:0043065)",0.00104235936522454,0.0141263030391624,17.0454767215066,"VAV3,TOP2A,MELK,TGFB3,BAD,BAX,PMAIP1,SOX4,SPDEF"
"307","GO_Biological_Process_2017","error-free translesion synthesis (GO:0070987)",0.00110243743218116,0.0143354317671239,-2.78958089430091,"PCNA,RFC2,RPA3"
"365","GO_Biological_Process_2017","intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)",0.00110243743218116,0.0143354317671239,-9.16554894776853,"SFN,BRCA1,IKBKE"
"260","GO_Biological_Process_2017","protein autophosphorylation (GO:0046777)",0.0011051544313862,0.0143354317671239,12.1558100648722,"PAK1,MELK,MAPKAPK2,ERBB2,AURKB,AURKA,IGF1R"
"882","GO_Biological_Process_2017","regulation of protein homodimerization activity (GO:0043496)",0.00116791501157488,0.0147287059793054,-89.6074194445382,"BCL2,BAX"
"919","GO_Biological_Process_2017","positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103)",0.00116791501157488,0.0147287059793054,-105.66779309326,"XBP1,BAX"
"270","GO_Biological_Process_2017","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",0.00123434514800875,0.0151574574038733,7.18150981640445,"PSMD4,ITGB5,PSME1,PSME2,PSMB10"
"286","GO_Biological_Process_2017","negative regulation of protein binding (GO:0032091)",0.00123529939194562,0.0151574574038733,3.48388975571601,"PRKCD,BAX,AURKB,AURKA"
"290","GO_Biological_Process_2017","mitotic nuclear envelope disassembly (GO:0007077)",0.00134729344947628,0.0163112326949928,2.59656732132051,"CCNB2,CCNB1,PLK1,CDK1"
"315","GO_Biological_Process_2017","regulation of mitochondrial membrane potential (GO:0051881)",0.00171019577981729,0.019656427443976,-3.84933777337667,"BCL2,BAX,PYCR1"
"339","GO_Biological_Process_2017","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)",0.00171019577981729,0.019656427443976,-7.63208678508137,"BCL2,BAX,TRIB3"
"351","GO_Biological_Process_2017","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)",0.00171019577981729,0.019656427443976,-8.54607739941335,"IL1B,BCL2,HSPA1A"
"379","GO_Biological_Process_2017","regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)",0.00171019577981729,0.019656427443976,-10.3319876553677,"PCNA,CDC45,ORC1"
"769","GO_Biological_Process_2017","regulation of protein heterodimerization activity (GO:0043497)",0.0017392326375113,0.0197402904357533,-58.8175716382008,"BCL2,BAX"
"247","GO_Biological_Process_2017","positive regulation of transcription, DNA-templated (GO:0045893)",0.0018870988667739,0.0211541453213667,18.7441512604695,"ARNT2,STAT1,TGFB3,GATA3,BRCA1,MRPL12,COL1A1,CDK7,BAMBI,IL1B,NRIP1,SPP1,SOX4"
"321","GO_Biological_Process_2017","positive regulation of B cell proliferation (GO:0030890)",0.00195094801126797,0.0213429011353171,-5.0294509358355,"VAV3,BCL2,MIF"
"364","GO_Biological_Process_2017","positive regulation of mitotic nuclear division (GO:0045840)",0.00195094801126797,0.0213429011353171,-9.16100624828747,"IL1B,NUSAP1,AURKA"
"274","GO_Biological_Process_2017","ephrin receptor signaling pathway (GO:0048013)",0.00207138185809579,0.0223906515137021,5.87658631775777,"VAV3,CDC42,PAK1,EPHB2,CDK5R1"
"342","GO_Biological_Process_2017","positive regulation of release of cytochrome c from mitochondria (GO:0090200)",0.00221177799270125,0.0233522606671248,-7.99281363939451,"BAD,BAX,PMAIP1"
"354","GO_Biological_Process_2017","DNA replication initiation (GO:0006270)",0.00221177799270125,0.0233522606671248,-8.81682041063319,"CDC45,ORC1,POLE2"
"704","GO_Biological_Process_2017","cellular response to interleukin-4 (GO:0071353)",0.00241737300060551,0.0243886076061089,-44.1467668185197,"XBP1,GATA3"
"712","GO_Biological_Process_2017","positive regulation of T cell differentiation (GO:0045582)",0.00241737300060551,0.0243886076061089,-45.1419633409166,"XBP1,GATA3"
"721","GO_Biological_Process_2017","heme catabolic process (GO:0042167)",0.00241737300060551,0.0243886076061089,-45.7732628625363,"HMOX1,BLVRA"
"847","GO_Biological_Process_2017","activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c (GO:0008635)",0.00241737300060551,0.0243886076061089,-82.7894400994619,"CYCS,BAX"
"296","GO_Biological_Process_2017","regulation of cellular amino acid metabolic process (GO:0006521)",0.0025099986200314,0.0250448213954781,0.92224464401166,"PSMD4,PSME1,PSME2,PSMB10"
"293","GO_Biological_Process_2017","cellular response to insulin stimulus (GO:0032869)",0.00269192230505441,0.0265681027498848,1.93440986129817,"XBP1,RAB31,PARP1,TRIB3"
"308","GO_Biological_Process_2017","cellular response to hypoxia (GO:0071456)",0.0030824874881697,0.0295117114735081,-3.08980495562218,"BAD,HMOX1,PMAIP1,HYOU1"
"283","GO_Biological_Process_2017","antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)",0.00310992177993962,0.0295117114735081,4.13432383917911,"CENPE,CLTC,HLA-DRA,KIF2C,CTSD"
"355","GO_Biological_Process_2017","canonical glycolysis (GO:0061621)",0.00312018094874095,0.0295117114735081,-8.90787210414638,"ALDOA,GAPDH,HK1"
"363","GO_Biological_Process_2017","positive regulation of DNA replication (GO:0045740)",0.00312018094874095,0.0295117114735081,-9.15612847537807,"PCNA,TGFB3,IGF1R"
"654","GO_Biological_Process_2017","histone phosphorylation (GO:0016572)",0.00319994962544082,0.0299541676278378,-36.4103155993813,"CCNA2,PRKCD"
"294","GO_Biological_Process_2017","regulation of protein stability (GO:0031647)",0.00329154120080523,0.0304971368401138,1.364513429553,"HSPA8,STUB1,SOX4,AURKA"
"275","GO_Biological_Process_2017","peptidyl-serine phosphorylation (GO:0018105)",0.00361603239309526,0.0331652263932374,5.70060593110474,"MAPKAPK2,PRKCD,PLK1,CDK1,IKBKE,CDK5R1"
"341","GO_Biological_Process_2017","nucleotide-excision repair, preincision complex assembly (GO:0006294)",0.00383572178130957,0.0343410230620459,-7.77174636736409,"CDK7,PARP1,RPA3"
"580","GO_Biological_Process_2017","regulation of cell death (GO:0010941)",0.00408461507786449,0.0343410230620459,-28.1216177364729,"HSPA1A,IER3"
"632","GO_Biological_Process_2017","negative regulation of fatty acid biosynthetic process (GO:0045717)",0.00408461507786449,0.0343410230620459,-34.1105418503765,"TRIB3,BRCA1"
"674","GO_Biological_Process_2017","axonal fasciculation (GO:0007413)",0.00408461507786449,0.0343410230620459,-39.4695192584181,"EPHB2,CDK5R1"
"803","GO_Biological_Process_2017","attachment of mitotic spindle microtubules to kinetochore (GO:0051315)",0.00408461507786449,0.0343410230620459,-67.0870071346993,"CENPE,KIF2C"
"816","GO_Biological_Process_2017","negative regulation of inclusion body assembly (GO:0090084)",0.00408461507786449,0.0343410230620459,-70.2973417914138,"DNAJB1,HSPA1A"
"817","GO_Biological_Process_2017","regulation of MAP kinase activity (GO:0043405)",0.00408461507786449,0.0343410230620459,-70.6168380823916,"TRIB3,TRIB1"
"825","GO_Biological_Process_2017","response to interferon-beta (GO:0035456)",0.00408461507786449,0.0343410230620459,-73.8623593564059,"STAT1,IKBKE"
"880","GO_Biological_Process_2017","regulation of chromosome segregation (GO:0051983)",0.00408461507786449,0.0343410230620459,-89.2232653169932,"KIF2C,AURKB"
"298","GO_Biological_Process_2017","negative regulation of neuron apoptotic process (GO:0043524)",0.00422427107525642,0.0345845882652837,-0.571531979840587,"ERBB3,TGFB3,KIF14,BCL2"
"389","GO_Biological_Process_2017","telomere maintenance (GO:0000723)",0.00422785164917014,0.0345845882652837,-11.1842826757461,"PCNA,PARP1,RPA3"
"391","GO_Biological_Process_2017","response to cytokine (GO:0034097)",0.00422785164917014,0.0345845882652837,-11.3618203950404,"STAT1,MAPKAPK2,BCL2"
"281","GO_Biological_Process_2017","protein stabilization (GO:0050821)",0.00432536324590253,0.035066337743567,4.5681424812568,"CDK7,PRKCD,ATP1B1,GAPDH,SOX4,HSPA1A"
"335","GO_Biological_Process_2017","peptidyl-threonine phosphorylation (GO:0018107)",0.00448256755358671,0.0360192153863427,-7.31809806266843,"PRKCD,CHEK1,CDK1,CDK5R1"
"374","GO_Biological_Process_2017","mitotic spindle organization (GO:0007052)",0.00464344647431635,0.0369846438480636,-9.82851006980694,"CCNB1,STMN1,AURKA"
"285","GO_Biological_Process_2017","extracellular matrix organization (GO:0030198)",0.00479744693314033,0.0378789723068819,3.66687313575286,"COL1A1,ITGB5,SPP1,ICAM3,CD44,LOXL1"
"534","GO_Biological_Process_2017","cardiac right ventricle morphogenesis (GO:0003215)",0.0050690604028733,0.0384605917802018,-24.8650351286173,"GATA3,SOX4"
"556","GO_Biological_Process_2017","macrophage differentiation (GO:0030225)",0.0050690604028733,0.0384605917802018,-26.2075541164104,"CDC42,PARP1"
"588","GO_Biological_Process_2017","DNA ligation (GO:0006266)",0.0050690604028733,0.0384605917802018,-28.9472199466242,"TOP2A,PCNA"
"611","GO_Biological_Process_2017","sympathetic nervous system development (GO:0048485)",0.0050690604028733,0.0384605917802018,-31.3653445898247,"GATA3,SOX4"
"366","GO_Biological_Process_2017","7-methylguanosine mRNA capping (GO:0006370)",0.00508289759209716,0.0384605917802018,-9.24833725587616,"CDK7,POLR2I,POLR2K"
"301","GO_Biological_Process_2017","NIK/NF-kappaB signaling (GO:0038061)",0.00532079189164837,0.0399279259307167,-1.43978507156153,"PSMD4,PSME1,PSME2,PSMB10"
"357","GO_Biological_Process_2017","positive regulation of cytokinesis (GO:0032467)",0.0055465748617486,0.0412810653644895,-8.91913742789444,"CDC42,KIF14,AURKB"
"303","GO_Biological_Process_2017","interferon-gamma-mediated signaling pathway (GO:0060333)",0.00562192915514003,0.0415017209176191,-1.57694666858088,"STAT1,PRKCD,HLA-DRA,CD44"
"343","GO_Biological_Process_2017","positive regulation of epithelial to mesenchymal transition (GO:0010718)",0.00603482719010781,0.0429624709889232,-8.02853638101251,"COL1A1,TGFB3,BAMBI"
"372","GO_Biological_Process_2017","regulation of mitotic cell cycle (GO:0007346)",0.00603482719010781,0.0429624709889232,-9.77618668912909,"PLK1,CDK1,BIRC5"
"577","GO_Biological_Process_2017","positive regulation of heterotypic cell-cell adhesion (GO:0034116)",0.0061510145688987,0.0429624709889232,-27.9672506987488,"IL1B,CD44"
"762","GO_Biological_Process_2017","L-phenylalanine catabolic process (GO:0006559)",0.0061510145688987,0.0429624709889232,-56.8034466781248,"GSTZ1,PCBD1"
"773","GO_Biological_Process_2017","hepatocyte growth factor receptor signaling pathway (GO:0048012)",0.0061510145688987,0.0429624709889232,-59.5721090008324,"PAK1,STMN1"
"777","GO_Biological_Process_2017","metaphase plate congression (GO:0051310)",0.0061510145688987,0.0429624709889232,-60.0389531569143,"CENPE,KIF2C"
"789","GO_Biological_Process_2017","embryo implantation (GO:0007566)",0.0061510145688987,0.0429624709889232,-63.0245958895696,"IL1B,SPP1"
"302","GO_Biological_Process_2017","vascular endothelial growth factor receptor signaling pathway (GO:0048010)",0.0065930416523614,0.0453521350026072,-1.54703555898634,"VAV3,CDC42,MAPKAPK2,HSPB1"
"304","GO_Biological_Process_2017","protein sumoylation (GO:0016925)",0.0065930416523614,0.0453521350026072,-1.66774559617197,"TOP2A,PCNA,BIRC5,AURKB"
"393","GO_Biological_Process_2017","wound healing (GO:0042060)",0.00708635099945747,0.0475288962998219,-11.6870873252852,"PAK1,ERBB3,ERBB2"
"396","GO_Biological_Process_2017","transferrin transport (GO:0033572)",0.00708635099945747,0.0475288962998219,-11.7691269065152,"ATP6V0B,CLTC,ATP6V1D"
"289","GO_Biological_Process_2017","regulation of apoptotic process (GO:0042981)",0.00729003715857976,0.0475288962998219,2.8978893347697,"STAT1,TGFB3,BAX,BIRC5,PMAIP1,BRCA1"
"388","GO_Biological_Process_2017","regulation of macroautophagy (GO:0016241)",0.00729859512585679,0.0475288962998219,-11.1471394611546,"ATP6V0B,GAPDH,ATP6V1D,CDK5R1"
"726","GO_Biological_Process_2017","positive regulation of lamellipodium assembly (GO:0010592)",0.00732824392288003,0.0475288962998219,-46.2975654014416,"CDC42,RAC2"
"742","GO_Biological_Process_2017","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",0.00732824392288003,0.0475288962998219,-49.4790218279742,"MUC1,BRCA1"
"752","GO_Biological_Process_2017","regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)",0.00732824392288003,0.0475288962998219,-52.3300524551117,"IL1B,HSPB1"
"758","GO_Biological_Process_2017","negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)",0.00732824392288003,0.0475288962998219,-54.0318924427081,"MIF,CD44"
"297","GO_Biological_Process_2017","tumor necrosis factor-mediated signaling pathway (GO:0033209)",0.00812157149103871,0.0523006164103769,-0.0697447734017692,"PSMD4,STAT1,PSME1,PSME2,PSMB10"
"562","GO_Biological_Process_2017","positive regulation of protein localization to nucleus (GO:1900182)",0.00859855164665748,0.0534759239394862,-26.4916348708696,"PLK1,CDK1"
"572","GO_Biological_Process_2017","mitotic chromosome condensation (GO:0007076)",0.00859855164665748,0.0534759239394862,-27.1846942481863,"PAPD7,NUSAP1"
"679","GO_Biological_Process_2017","mitotic spindle assembly checkpoint (GO:0007094)",0.00859855164665748,0.0534759239394862,-40.0332169947063,"PLK1,BUB1B"
"740","GO_Biological_Process_2017","negative regulation of ERBB signaling pathway (GO:1901185)",0.00859855164665748,0.0534759239394862,-48.8629598971695,"ERBB3,ERBB2"
"761","GO_Biological_Process_2017","dendritic spine morphogenesis (GO:0060997)",0.00859855164665748,0.0534759239394862,-55.4797058356029,"CDC42,EPHB2"
"292","GO_Biological_Process_2017","protein polyubiquitination (GO:0000209)",0.00876548503019588,0.0541432680776725,2.13664814772939,"PSMD4,CCNF,BCL2,PSME1,PSME2,STUB1,PSMB10"
