"","database","category","pval","qval","Combined Score","genes"
"198","GO_Biological_Process_2017","positive regulation of receptor biosynthetic process (GO:0010870)",0.000190278052483644,0.0049776092953609,6.09247257682162,"EDN1,HOXA5"
"174","GO_Biological_Process_2017","execution phase of apoptosis (GO:0097194)",0.000194818367724497,0.0049776092953609,18.5481962910899,"CASP10,SATB1,CFLAR"
"184","GO_Biological_Process_2017","atrioventricular valve morphogenesis (GO:0003181)",0.00025320559055635,0.00539116903226229,12.1114020340215,"NOTCH1,TGFBR2"
"186","GO_Biological_Process_2017","positive regulation of catenin import into nucleus (GO:0035413)",0.00025320559055635,0.00539116903226229,10.5335858152161,"EGF,EGFR"
"200","GO_Biological_Process_2017","regulation of peptidyl-tyrosine phosphorylation (GO:0050730)",0.00025320559055635,0.00539116903226229,4.94131754541981,"PDGFA,EGFR"
"270","GO_Biological_Process_2017","growth hormone receptor signaling pathway (GO:0060396)",0.00025320559055635,0.00539116903226229,-10.1675894671059,"GHR,PXN"
"157","GO_Biological_Process_2017","positive regulation of transcription from RNA polymerase II promoter (GO:0045944)",0.000288736628620733,0.00590177668900778,46.3461878023226,"CEBPA,JUN,EDN1,NOTCH1,PPARG,TLR4,HOXA5,EGFR,GLI2"
"178","GO_Biological_Process_2017","peptidyl-tyrosine phosphorylation (GO:0018108)",0.000397838940734361,0.00668158087021615,14.6096463419171,"KIT,FYN,EGFR"
"179","GO_Biological_Process_2017","cellular response to mechanical stimulus (GO:0071260)",0.000397838940734361,0.00668158087021615,14.5576096648389,"GADD45A,FAS,TLR4"
"193","GO_Biological_Process_2017","embryonic hemopoiesis (GO:0035162)",0.000405340522459297,0.00668158087021615,9.13151644308551,"KIT,TGFBR2"
"194","GO_Biological_Process_2017","cardiac left ventricle morphogenesis (GO:0003214)",0.000405340522459297,0.00668158087021615,8.73018759387102,"NOTCH1,TGFBR2"
"196","GO_Biological_Process_2017","relaxation of cardiac muscle (GO:0055119)",0.000405340522459297,0.00668158087021615,8.4062899058034,"RGS2,GSTM2"
"237","GO_Biological_Process_2017","positive regulation of mesenchymal cell proliferation (GO:0002053)",0.000405340522459297,0.00668158087021615,-5.19617879018229,"PDGFA,TGFBR2"
"177","GO_Biological_Process_2017","platelet degranulation (GO:0002576)",0.000525797357873093,0.00839632655853596,17.4671234533847,"EGF,STXBP1,PROS1,PDGFA"
"195","GO_Biological_Process_2017","positive regulation of cardiac muscle cell proliferation (GO:0060045)",0.000592167288688364,0.00916962074302285,8.7169155632183,"NOTCH1,TBX2"
"183","GO_Biological_Process_2017","positive regulation of MAPK cascade (GO:0043410)",0.000632621621497843,0.009507930840747,13.066391392898,"KIT,PDGFA,ADRB2"
"234","GO_Biological_Process_2017","negative regulation of ERBB signaling pathway (GO:1901185)",0.000698460474078451,0.0101975229215454,-2.68591130758614,"EGF,EGFR"
"191","GO_Biological_Process_2017","positive regulation of JAK-STAT cascade (GO:0046427)",0.000813271508693801,0.0109768834523576,9.92770695046806,"NOTCH1,KIT"
"192","GO_Biological_Process_2017","endocardial cushion morphogenesis (GO:0003203)",0.000813271508693801,0.0109768834523576,9.21879091184804,"NOTCH1,TBX2"
"181","GO_Biological_Process_2017","apoptotic signaling pathway (GO:0097190)",0.000816284875126394,0.0109768834523576,13.5506760135898,"CASP10,FAS,TLR4"
"185","GO_Biological_Process_2017","activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)",0.000941137536123992,0.0123313148963938,11.657008739876,"FAS,PPARG,SNCA"
"206","GO_Biological_Process_2017","liver development (GO:0001889)",0.00106824242012664,0.0129969494448741,2.09109174840774,"CEBPA,ARID5B"
"208","GO_Biological_Process_2017","positive regulation of DNA binding (GO:0043388)",0.00106824242012664,0.0129969494448741,1.73023227081144,"EGF,PPARG"
"223","GO_Biological_Process_2017","regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)",0.00106824242012664,0.0129969494448741,0.102642789494678,"FAS,CFLAR"
"162","GO_Biological_Process_2017","signal transduction (GO:0007165)",0.00113076508831133,0.0134376967471416,35.6191078023187,"INPP1,EGF,KIT,PXN,SH3BP5,FAS,PPARG,CBLB,EGFR"
"199","GO_Biological_Process_2017","negative regulation of smooth muscle cell proliferation (GO:0048662)",0.00120830050413792,0.0140327626730563,5.98524565914807,"IGFBP3,PPARG"
"176","GO_Biological_Process_2017","regulation of apoptotic process (GO:0042981)",0.00128489171341077,0.014590659234509,17.4846662521565,"CASP10,IGFBP3,FAS,FYN"
"213","GO_Biological_Process_2017","outflow tract septum morphogenesis (GO:0003148)",0.00135667285057082,0.0150708657965585,0.974954596514903,"TGFBR2,TBX2"
"169","GO_Biological_Process_2017","negative regulation of transcription, DNA-templated (GO:0045892)",0.00149700668832068,0.0157816522413369,24.9891393877828,"CEBPA,JUN,NOTCH1,ARID5B,PPARG,TBX2"
"201","GO_Biological_Process_2017","lipid homeostasis (GO:0055088)",0.00151330911903231,0.0157816522413369,4.19584800980269,"CEBPA,PPARG"
"227","GO_Biological_Process_2017","positive regulation of phosphorylation (GO:0042327)",0.00151330911903231,0.0157816522413369,-0.572077692720975,"EGF,EGFR"
"190","GO_Biological_Process_2017","transforming growth factor beta receptor signaling pathway (GO:0007179)",0.00155933153868465,0.0159363683253571,10.1537034124541,"JUN,PXN,TGFBR2"
"215","GO_Biological_Process_2017","ventricular septum morphogenesis (GO:0060412)",0.0016781591907702,0.016814496989874,0.805164525679943,"NOTCH1,TGFBR2"
"187","GO_Biological_Process_2017","heart development (GO:0007507)",0.00181043233692574,0.0175175831157047,10.5159433012046,"NOTCH1,GLI2,TGFBR2"
"226","GO_Biological_Process_2017","lung development (GO:0030324)",0.00185117316682594,0.0175175831157047,-0.44793730109805,"CEBPA,GLI2"
"231","GO_Biological_Process_2017","positive regulation of reactive oxygen species metabolic process (GO:2000379)",0.00185117316682594,0.0175175831157047,-1.17697999200638,"GADD45A,TGFBR2"
"225","GO_Biological_Process_2017","cellular response to cadmium ion (GO:0071276)",0.00203230136740274,0.0186738339808463,-0.281629203099417,"JUN,EGFR"
"182","GO_Biological_Process_2017","cell surface receptor signaling pathway (GO:0007166)",0.0020464475595448,0.0186738339808463,13.1910247668101,"EDN1,CASP10,ADRB2,EGFR"
"189","GO_Biological_Process_2017","activation of MAPK activity (GO:0000187)",0.00215800568440171,0.0192404000601135,10.2687440913991,"GHR,KIT,TLR4"
"232","GO_Biological_Process_2017","positive regulation of mitotic nuclear division (GO:0045840)",0.00222149433179392,0.0192404000601135,-1.32637727347182,"EDN1,EGF"
"233","GO_Biological_Process_2017","cellular response to epidermal growth factor stimulus (GO:0071364)",0.00222149433179392,0.0192404000601135,-1.45145411732891,"ZFP36,EGFR"
"229","GO_Biological_Process_2017","positive regulation of nitric oxide biosynthetic process (GO:0045429)",0.00241870281618059,0.0205992856511381,-0.730473894915815,"EDN1,EGFR"
"216","GO_Biological_Process_2017","regulation of cell motility (GO:2000145)",0.00283697045454675,0.0235091895992841,0.605686873463414,"EGF,EGFR"
"172","GO_Biological_Process_2017","positive regulation of transcription, DNA-templated (GO:0045893)",0.00285238699639063,0.0235091895992841,20.6821387954306,"JUN,NOTCH1,EGF,PPARG,EGFR,GLI2"
"217","GO_Biological_Process_2017","outflow tract morphogenesis (GO:0003151)",0.00328671465574058,0.0266589077632291,0.410699109717678,"TGFBR2,TBX2"
"211","GO_Biological_Process_2017","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)",0.00352326964759766,0.0272786483321576,1.49281742101748,"FAS,CFLAR"
"218","GO_Biological_Process_2017","nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)",0.00352326964759766,0.0272786483321576,0.348453361528453,"PAN2,ZFP36"
"228","GO_Biological_Process_2017","negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)",0.00352326964759766,0.0272786483321576,-0.600004312467347,"EGF,EGFR"
"221","GO_Biological_Process_2017","platelet aggregation (GO:0070527)",0.00376754922237427,0.0285404895499615,0.197717916340521,"CSRP1,STXBP1"
"180","GO_Biological_Process_2017","inflammatory response (GO:0006954)",0.00379795164265633,0.0285404895499615,14.0373476506029,"KIT,FAS,TLR4,CXCL2"
"224","GO_Biological_Process_2017","positive regulation of fat cell differentiation (GO:0045600)",0.00427909135953583,0.0316900823872871,-0.0961494126191076,"ZFP36,PPARG"
"212","GO_Biological_Process_2017","positive regulation of epithelial to mesenchymal transition (GO:0010718)",0.0048209616490657,0.0346973436996137,1.44905936665772,"NOTCH1,TGFBR2"
"214","GO_Biological_Process_2017","cellular response to hormone stimulus (GO:0032870)",0.0048209616490657,0.0346973436996137,0.903887756662241,"GHR,JUN"
"205","GO_Biological_Process_2017","ERBB2 signaling pathway (GO:0038128)",0.00568981063340683,0.0403818504676512,2.34904622420441,"EGF,EGFR"
"209","GO_Biological_Process_2017","male gonad development (GO:0008584)",0.00630586327907029,0.044141042953492,1.5641103651457,"KIT,MAMLD1"
"210","GO_Biological_Process_2017","adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188)",0.00662479736644989,0.0457469115439986,1.5048054262554,"ADRB2,GNAI1"
"220","GO_Biological_Process_2017","peptidyl-tyrosine autophosphorylation (GO:0038083)",0.00797218890208197,0.0543171803861852,0.266052062956924,"FYN,EGFR"
"222","GO_Biological_Process_2017","positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)",0.00832672476830523,0.0559862678500523,0.126578150519407,"GHR,KIT"
"203","GO_Biological_Process_2017","positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)",0.0105990877075878,0.0671561358720705,2.76519521678542,"KIT,PDGFA"
"204","GO_Biological_Process_2017","cellular response to lipopolysaccharide (GO:0071222)",0.012249018730244,0.0671561358720705,2.49038727118296,"ZFP36,TLR4"
"219","GO_Biological_Process_2017","glucose homeostasis (GO:0042593)",0.0135553909407237,0.0671561358720705,0.312299606959027,"CEBPA,PPARG"
"188","GO_Biological_Process_2017","protein phosphorylation (GO:0006468)",0.0146314817441441,0.0671561358720705,10.3135984730253,"IGFBP3,FYN,CDC25B,TGFBR2"
"202","GO_Biological_Process_2017","positive regulation of protein kinase B signaling (GO:0051897)",0.0149195697441509,0.0671561358720705,2.88010846922824,"PDGFA,EGFR"
"487","GO_Biological_Process_2017","microglial cell activation (GO:0001774)",0.0151587649981783,0.0671561358720705,-51.1156717378402,"SNCA"
"547","GO_Biological_Process_2017","negative regulation of oligodendrocyte differentiation (GO:0048715)",0.0151587649981783,0.0671561358720705,-66.3434163782888,"NOTCH1"
"563","GO_Biological_Process_2017","membranous septum morphogenesis (GO:0003149)",0.0151587649981783,0.0671561358720705,-72.506159677027,"TGFBR2"
"564","GO_Biological_Process_2017","negative regulation of sequestering of triglyceride (GO:0010891)",0.0151587649981783,0.0671561358720705,-72.6865032483147,"PPARG"
"571","GO_Biological_Process_2017","positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316)",0.0151587649981783,0.0671561358720705,-77.6974317753882,"GSTM2"
"574","GO_Biological_Process_2017","regulation of keratinocyte proliferation (GO:0010837)",0.0151587649981783,0.0671561358720705,-79.2438012369417,"ZFP36"
"578","GO_Biological_Process_2017","positive regulation of cardiac muscle contraction (GO:0060452)",0.0151587649981783,0.0671561358720705,-80.6152813623006,"RGS2"
"581","GO_Biological_Process_2017","regulation of SNARE complex assembly (GO:0035542)",0.0151587649981783,0.0671561358720705,-81.8650613563127,"STXBP1"
"595","GO_Biological_Process_2017","atrioventricular canal development (GO:0036302)",0.0151587649981783,0.0671561358720705,-85.4474551746883,"TBX2"
"600","GO_Biological_Process_2017","activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171)",0.0151587649981783,0.0671561358720705,-86.6073795315333,"ADRB2"
"605","GO_Biological_Process_2017","embryonic retina morphogenesis in camera-type eye (GO:0060059)",0.0151587649981783,0.0671561358720705,-87.4142298506383,"EGF"
"611","GO_Biological_Process_2017","regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)",0.0151587649981783,0.0671561358720705,-88.8222551983521,"IGFBP3"
"615","GO_Biological_Process_2017","mRNA transport (GO:0051028)",0.0151587649981783,0.0671561358720705,-89.9519886646707,"ZFP36"
"622","GO_Biological_Process_2017","dopamine biosynthetic process (GO:0042416)",0.0151587649981783,0.0671561358720705,-91.0843505334154,"SNCA"
"633","GO_Biological_Process_2017","SMAD protein import into nucleus (GO:0007184)",0.0151587649981783,0.0671561358720705,-98.3391446587365,"JUN"
"638","GO_Biological_Process_2017","negative regulation of transporter activity (GO:0032410)",0.0151587649981783,0.0671561358720705,-101.006982857381,"SNCA"
"639","GO_Biological_Process_2017","regulation of calcium ion import (GO:0090279)",0.0151587649981783,0.0671561358720705,-101.663491674832,"EGF"
"640","GO_Biological_Process_2017","regulation of systemic arterial blood pressure by endothelin (GO:0003100)",0.0151587649981783,0.0671561358720705,-102.048439809707,"EDN1"
"644","GO_Biological_Process_2017","synaptic vesicle maturation (GO:0016188)",0.0151587649981783,0.0671561358720705,-102.889797039836,"STXBP1"
"653","GO_Biological_Process_2017","Wnt signaling pathway involved in dorsal/ventral axis specification (GO:0044332)",0.0151587649981783,0.0671561358720705,-110.175295053083,"EGF"
"657","GO_Biological_Process_2017","activation of Janus kinase activity (GO:0042976)",0.0151587649981783,0.0671561358720705,-116.586689494807,"GHR"
"658","GO_Biological_Process_2017","positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905007)",0.0151587649981783,0.0671561358720705,-119.119761135464,"TGFBR2"
"663","GO_Biological_Process_2017","STAT protein import into nucleus (GO:0007262)",0.0151587649981783,0.0671561358720705,-133.176217406177,"EGF"
"197","GO_Biological_Process_2017","negative regulation of apoptotic process (GO:0043066)",0.0169444866435906,0.0671561358720705,8.21129922293274,"FAS,CFLAR,EGFR,SNCA"
"452","GO_Biological_Process_2017","macrophage derived foam cell differentiation (GO:0010742)",0.0181632818947233,0.0671561358720705,-47.059165376788,"PPARG"
"471","GO_Biological_Process_2017","negative regulation of cholesterol storage (GO:0010887)",0.0181632818947233,0.0671561358720705,-48.7900978343895,"PPARG"
"479","GO_Biological_Process_2017","pericardium morphogenesis (GO:0003344)",0.0181632818947233,0.0671561358720705,-49.4618569421895,"NOTCH1"
"501","GO_Biological_Process_2017","citrate metabolic process (GO:0006101)",0.0181632818947233,0.0671561358720705,-53.1558876022074,"GHR"
"510","GO_Biological_Process_2017","heart trabecula morphogenesis (GO:0061384)",0.0181632818947233,0.0671561358720705,-54.5136025138447,"NOTCH1"
"513","GO_Biological_Process_2017","aortic valve morphogenesis (GO:0003180)",0.0181632818947233,0.0671561358720705,-55.3876443840847,"NOTCH1"
"529","GO_Biological_Process_2017","cardiolipin acyl-chain remodeling (GO:0035965)",0.0181632818947233,0.0671561358720705,-61.4986427995739,"PLA2G4A"
"531","GO_Biological_Process_2017","cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011)",0.0181632818947233,0.0671561358720705,-62.0770471172117,"ZFP36"
"539","GO_Biological_Process_2017","negative regulation of cardiac muscle hypertrophy (GO:0010614)",0.0181632818947233,0.0671561358720705,-64.7536511549323,"RGS2"
"541","GO_Biological_Process_2017","succinate metabolic process (GO:0006105)",0.0181632818947233,0.0671561358720705,-65.0087048746394,"GHR"
"577","GO_Biological_Process_2017","T-helper 1 type immune response (GO:0042088)",0.0181632818947233,0.0671561358720705,-80.5940395575948,"TLR4"
"583","GO_Biological_Process_2017","positive regulation of transcription of Notch receptor target (GO:0007221)",0.0181632818947233,0.0671561358720705,-82.6042792522578,"NOTCH1"
"584","GO_Biological_Process_2017","xenobiotic catabolic process (GO:0042178)",0.0181632818947233,0.0671561358720705,-82.734432163867,"GSTM2"
"602","GO_Biological_Process_2017","aorta morphogenesis (GO:0035909)",0.0181632818947233,0.0671561358720705,-86.9038665964255,"TBX2"
"620","GO_Biological_Process_2017","negative regulation of platelet-derived growth factor receptor-beta signaling pathway (GO:2000587)",0.0181632818947233,0.0671561358720705,-90.6264573762766,"PDGFA"
"626","GO_Biological_Process_2017","melanocyte differentiation (GO:0030318)",0.0181632818947233,0.0671561358720705,-94.1327004055609,"KIT"
"627","GO_Biological_Process_2017","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)",0.0181632818947233,0.0671561358720705,-94.8043508059726,"ZFP36"
"641","GO_Biological_Process_2017","necroptotic signaling pathway (GO:0097527)",0.0181632818947233,0.0671561358720705,-102.170959066029,"FAS"
"649","GO_Biological_Process_2017","positive regulation of autophagosome maturation (GO:1901098)",0.0181632818947233,0.0671561358720705,-105.956954417249,"ADRB2"
"654","GO_Biological_Process_2017","positive regulation of astrocyte differentiation (GO:0048711)",0.0181632818947233,0.0671561358720705,-110.634543797165,"NOTCH1"
"659","GO_Biological_Process_2017","positive regulation of T cell differentiation in thymus (GO:0033089)",0.0181632818947233,0.0671561358720705,-120.954557000575,"GLI2"
"660","GO_Biological_Process_2017","regulation of cytokine biosynthetic process (GO:0042035)",0.0181632818947233,0.0671561358720705,-121.315422879197,"IGF2BP2"
"661","GO_Biological_Process_2017","white fat cell differentiation (GO:0050872)",0.0181632818947233,0.0671561358720705,-123.915878243979,"PPARG"
"664","GO_Biological_Process_2017","signal complex assembly (GO:0007172)",0.0181632818947233,0.0671561358720705,-136.075385140441,"PXN"
"665","GO_Biological_Process_2017","regulation of keratinocyte differentiation (GO:0045616)",0.0181632818947233,0.0671561358720705,-141.832608848955,"ZFP36"
"230","GO_Biological_Process_2017","vascular endothelial growth factor receptor signaling pathway (GO:0048010)",0.0183211528787636,0.0671561358720705,-1.14339687029417,"PXN,FYN"
"405","GO_Biological_Process_2017","activation of MAPKKK activity (GO:0000185)",0.0211587825350359,0.0671561358720705,-40.963951218782,"GADD45A"
"450","GO_Biological_Process_2017","cellular response to copper ion (GO:0071280)",0.0211587825350359,0.0671561358720705,-46.5827958407583,"SNCA"
"451","GO_Biological_Process_2017","long-chain fatty acid transport (GO:0015909)",0.0211587825350359,0.0671561358720705,-46.7524781841251,"PPARG"
"477","GO_Biological_Process_2017","cardiac septum morphogenesis (GO:0060411)",0.0211587825350359,0.0671561358720705,-49.1240100001704,"NOTCH1"
"480","GO_Biological_Process_2017","bleb assembly (GO:0032060)",0.0211587825350359,0.0671561358720705,-49.5255838383788,"MYLK"
"485","GO_Biological_Process_2017","negative regulation of stem cell differentiation (GO:2000737)",0.0211587825350359,0.0671561358720705,-50.5239286325271,"NOTCH1"
"488","GO_Biological_Process_2017","cardiac ventricle morphogenesis (GO:0003208)",0.0211587825350359,0.0671561358720705,-51.1936302993006,"NOTCH1"
"492","GO_Biological_Process_2017","pituitary gland development (GO:0021983)",0.0211587825350359,0.0671561358720705,-52.0377014219269,"GLI2"
"506","GO_Biological_Process_2017","developmental growth (GO:0048589)",0.0211587825350359,0.0671561358720705,-54.1503228436331,"GLI2"
"515","GO_Biological_Process_2017","oxaloacetate metabolic process (GO:0006107)",0.0211587825350359,0.0671561358720705,-55.8116084658121,"GHR"
"517","GO_Biological_Process_2017","response to cholesterol (GO:0070723)",0.0211587825350359,0.0671561358720705,-56.9565874968991,"TGFBR2"
"520","GO_Biological_Process_2017","positive regulation of protein localization to plasma membrane (GO:1903078)",0.0211587825350359,0.0671561358720705,-57.0499554421695,"EGFR"
"536","GO_Biological_Process_2017","negative regulation of histone acetylation (GO:0035067)",0.0211587825350359,0.0671561358720705,-63.9177771715499,"SNCA"
"538","GO_Biological_Process_2017","positive regulation of multicellular organism growth (GO:0040018)",0.0211587825350359,0.0671561358720705,-64.6014189539159,"GHR"
"562","GO_Biological_Process_2017","vasoconstriction (GO:0042310)",0.0211587825350359,0.0671561358720705,-72.2801086641188,"EDN1"
"579","GO_Biological_Process_2017","cellular response to forskolin (GO:1904322)",0.0211587825350359,0.0671561358720705,-80.693474106396,"GNAI1"
"586","GO_Biological_Process_2017","hindbrain development (GO:0030902)",0.0211587825350359,0.0671561358720705,-82.8070388459937,"GLI2"
"590","GO_Biological_Process_2017","cellular response to caffeine (GO:0071313)",0.0211587825350359,0.0671561358720705,-83.5604905464385,"GSTM2"
"607","GO_Biological_Process_2017","response to peptide hormone (GO:0043434)",0.0211587825350359,0.0671561358720705,-88.2286576446679,"GNAI1"
"614","GO_Biological_Process_2017","positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle (GO:0031659)",0.0211587825350359,0.0671561358720705,-89.8144901926968,"EGFR"
"616","GO_Biological_Process_2017","tube formation (GO:0035148)",0.0211587825350359,0.0671561358720705,-90.0407182309175,"NOTCH1"
"628","GO_Biological_Process_2017","mast cell degranulation (GO:0043303)",0.0211587825350359,0.0671561358720705,-95.8673379367059,"KIT"
"629","GO_Biological_Process_2017","embryonic heart tube development (GO:0035050)",0.0211587825350359,0.0671561358720705,-96.1068210345562,"TBX2"
"630","GO_Biological_Process_2017","negative regulation of platelet-derived growth factor receptor signaling pathway (GO:0010642)",0.0211587825350359,0.0671561358720705,-96.4111459713964,"SNCA"
"636","GO_Biological_Process_2017","osteoblast development (GO:0002076)",0.0211587825350359,0.0671561358720705,-100.279983634126,"GLI2"
"642","GO_Biological_Process_2017","peroxisome proliferator activated receptor signaling pathway (GO:0035357)",0.0211587825350359,0.0671561358720705,-102.63408221023,"PPARG"
"643","GO_Biological_Process_2017","positive regulation of DNA-templated transcription, initiation (GO:2000144)",0.0211587825350359,0.0671561358720705,-102.70665390074,"JUN"
"648","GO_Biological_Process_2017","macrophage activation (GO:0042116)",0.0211587825350359,0.0671561358720705,-105.836680213365,"TLR4"
"651","GO_Biological_Process_2017","positive regulation of tumor necrosis factor biosynthetic process (GO:0042535)",0.0211587825350359,0.0671561358720705,-106.80916437719,"TLR4"
"662","GO_Biological_Process_2017","negative regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034128)",0.0211587825350359,0.0671561358720705,-124.114533612166,"TLR4"
"438","GO_Biological_Process_2017","cellular response to epinephrine stimulus (GO:0071872)",0.0241452935273266,0.0672804463939959,-44.6799451568756,"SNCA"
"462","GO_Biological_Process_2017","positive regulation of phospholipase C activity (GO:0010863)",0.0241452935273266,0.0672804463939959,-47.995943438761,"KIT"
"468","GO_Biological_Process_2017","response to molecule of bacterial origin (GO:0002237)",0.0241452935273266,0.0672804463939959,-48.4119099654315,"CXCL2"
"476","GO_Biological_Process_2017","positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)",0.0241452935273266,0.0672804463939959,-49.1225082437743,"EGFR"
"489","GO_Biological_Process_2017","regulation of multicellular organism growth (GO:0040014)",0.0241452935273266,0.0672804463939959,-51.6015724468996,"GHR"
"499","GO_Biological_Process_2017","icosanoid metabolic process (GO:0006690)",0.0241452935273266,0.0672804463939959,-52.6780535896403,"PLA2G4A"
"504","GO_Biological_Process_2017","negative regulation of platelet activation (GO:0010544)",0.0241452935273266,0.0672804463939959,-53.4517954512491,"PDGFA"
"526","GO_Biological_Process_2017","inositol phosphate-mediated signaling (GO:0048016)",0.0241452935273266,0.0672804463939959,-60.8936353589517,"EDN1"
"530","GO_Biological_Process_2017","negative regulation of microtubule polymerization (GO:0031115)",0.0241452935273266,0.0672804463939959,-62.070803871925,"SNCA"
"549","GO_Biological_Process_2017","response to starvation (GO:0042594)",0.0241452935273266,0.0672804463939959,-66.7259298494835,"ZFP36"
"555","GO_Biological_Process_2017","ventricular trabecula myocardium morphogenesis (GO:0003222)",0.0241452935273266,0.0672804463939959,-69.5475144492309,"NOTCH1"
"573","GO_Biological_Process_2017","interleukin-1 beta secretion (GO:0050702)",0.0241452935273266,0.0672804463939959,-78.8527683105698,"TLR4"
"576","GO_Biological_Process_2017","estrogen biosynthetic process (GO:0006703)",0.0241452935273266,0.0672804463939959,-80.5621319132009,"HSD17B11"
"592","GO_Biological_Process_2017","negative regulation of interleukin-17 production (GO:0032700)",0.0241452935273266,0.0672804463939959,-84.8374559880102,"TLR4"
"597","GO_Biological_Process_2017","positive regulation of epidermal growth factor-activated receptor activity (GO:0045741)",0.0241452935273266,0.0672804463939959,-86.3172177168372,"EGF"
"617","GO_Biological_Process_2017","epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)",0.0241452935273266,0.0672804463939959,-90.1216369207167,"NOTCH1"
"619","GO_Biological_Process_2017","protein insertion into membrane (GO:0051205)",0.0241452935273266,0.0672804463939959,-90.5586501392676,"EGFR"
